#wl 	 flux 	 err 
4053.218506 	 8.656174e-16 	 2.552248e-17 
4054.150879 	 9.698012e-16 	 2.626640e-17 
4055.085693 	 9.341643e-16 	 2.631054e-17 
4056.018555 	 9.151128e-16 	 2.570338e-17 
4056.953857 	 9.148883e-16 	 2.568360e-17 
4057.887207 	 9.027992e-16 	 2.537689e-17 
4058.822998 	 8.855471e-16 	 2.515721e-17 
4059.756592 	 8.831427e-16 	 2.518496e-17 
4060.690674 	 8.894047e-16 	 2.541062e-17 
4061.626953 	 9.144911e-16 	 2.557518e-17 
4062.561279 	 9.069445e-16 	 2.537142e-17 
4063.498291 	 8.670572e-16 	 2.473676e-17 
4064.433105 	 8.450498e-16 	 2.429641e-17 
4065.370117 	 8.629002e-16 	 2.457474e-17 
4066.305420 	 8.564983e-16 	 2.448856e-17 
4067.240967 	 8.685744e-16 	 2.464026e-17 
4068.178711 	 8.453889e-16 	 2.411426e-17 
4069.114746 	 8.083885e-16 	 2.354800e-17 
4070.052979 	 8.261502e-16 	 2.395890e-17 
4070.989258 	 8.686633e-16 	 2.413726e-17 
4071.927979 	 7.982570e-16 	 2.342060e-17 
4072.864746 	 8.119654e-16 	 2.334328e-17 
4073.801758 	 7.942431e-16 	 2.289277e-17 
4074.741211 	 7.400270e-16 	 2.221964e-17 
4075.678711 	 7.514347e-16 	 2.233303e-17 
4076.618408 	 7.896933e-16 	 2.275754e-17 
4077.556152 	 7.200024e-16 	 2.191967e-17 
4078.496582 	 7.417909e-16 	 2.190907e-17 
4079.434814 	 7.498488e-16 	 2.198164e-17 
4080.373291 	 7.169231e-16 	 2.157825e-17 
4081.314209 	 7.121676e-16 	 2.140638e-17 
4082.253174 	 7.182268e-16 	 2.145643e-17 
4083.194336 	 7.054296e-16 	 2.126795e-17 
4084.133789 	 6.866139e-16 	 2.076435e-17 
4085.075684 	 6.815105e-16 	 2.077509e-17 
4086.015381 	 6.640085e-16 	 2.013056e-17 
4086.955322 	 6.311286e-16 	 2.009722e-17 
4087.897705 	 6.497678e-16 	 2.000372e-17 
4088.838135 	 6.366008e-16 	 1.981488e-17 
4089.781006 	 6.361100e-16 	 1.958372e-17 
4090.721924 	 5.958092e-16 	 1.893528e-17 
4091.665283 	 5.619977e-16 	 1.821619e-17 
4092.606445 	 5.813865e-16 	 1.856568e-17 
4093.548096 	 5.547467e-16 	 1.811774e-17 
4094.491943 	 5.665785e-16 	 1.817698e-17 
4095.433838 	 5.531535e-16 	 1.802740e-17 
4096.378418 	 5.410176e-16 	 1.783084e-17 
4097.320801 	 5.365758e-16 	 1.769038e-17 
4098.265625 	 5.227136e-16 	 1.737989e-17 
4099.208496 	 5.123328e-16 	 1.708114e-17 
4100.151367 	 4.960853e-16 	 1.662424e-17 
4101.096680 	 4.799760e-16 	 1.988520e-17 
4102.040039 	 4.494433e-16 	 1.876434e-17 
4102.986328 	 4.431055e-16 	 1.930562e-17 
4103.930176 	 4.826960e-16 	 1.775585e-17 
4104.876465 	 4.931560e-16 	 1.764956e-17 
4105.820801 	 4.998361e-16 	 1.794933e-17 
4106.767578 	 5.058985e-16 	 1.782553e-17 
4107.712402 	 5.243692e-16 	 1.747901e-17 
4108.657227 	 5.314356e-16 	 1.730856e-17 
4109.604492 	 5.174650e-16 	 1.725175e-17 
4110.550293 	 5.356735e-16 	 1.752633e-17 
4111.498047 	 5.406209e-16 	 1.771083e-17 
4112.443848 	 5.695633e-16 	 1.804198e-17 
4113.392090 	 5.539891e-16 	 1.774844e-17 
4114.338379 	 5.458030e-16 	 1.791274e-17 
4115.285156 	 6.153408e-16 	 1.890386e-17 
4116.233887 	 6.513631e-16 	 1.953712e-17 
4117.180664 	 6.300173e-16 	 1.943360e-17 
4118.130371 	 6.198686e-16 	 1.918313e-17 
4119.077637 	 6.295828e-16 	 1.939125e-17 
4120.027344 	 6.464077e-16 	 1.974676e-17 
4120.975098 	 6.634993e-16 	 2.001977e-17 
4121.923340 	 6.820488e-16 	 2.032787e-17 
4122.874023 	 7.011771e-16 	 2.067786e-17 
4123.822266 	 6.883591e-16 	 2.047365e-17 
4124.773438 	 6.813032e-16 	 2.036415e-17 
4125.722168 	 6.850282e-16 	 2.028641e-17 
4126.673340 	 6.935597e-16 	 2.063261e-17 
4127.623047 	 7.379507e-16 	 2.129363e-17 
4128.572266 	 7.448800e-16 	 2.141818e-17 
4129.524414 	 7.496554e-16 	 2.163145e-17 
4130.474609 	 7.452742e-16 	 2.138543e-17 
4131.426758 	 7.412442e-16 	 2.156224e-17 
4132.377441 	 7.527648e-16 	 2.160443e-17 
4133.330078 	 7.598160e-16 	 2.178735e-17 
4134.281250 	 7.773565e-16 	 2.209924e-17 
4135.232422 	 7.980347e-16 	 2.229828e-17 
4136.185547 	 7.928454e-16 	 2.235848e-17 
4137.137207 	 7.802004e-16 	 2.216133e-17 
4138.091309 	 7.896271e-16 	 2.229040e-17 
4139.043457 	 7.997964e-16 	 2.242147e-17 
4139.997559 	 8.224328e-16 	 2.279322e-17 
4140.950195 	 8.011729e-16 	 2.229831e-17 
4141.902832 	 8.145391e-16 	 2.284782e-17 
4142.857910 	 8.387437e-16 	 2.285970e-17 
4143.811035 	 8.137587e-16 	 2.273861e-17 
4144.766602 	 8.192696e-16 	 2.273239e-17 
4145.720215 	 8.411216e-16 	 2.294289e-17 
4146.675781 	 8.383836e-16 	 2.310539e-17 
4147.629883 	 8.395226e-16 	 2.306304e-17 
4148.583984 	 8.511629e-16 	 2.322571e-17 
4149.540527 	 8.615632e-16 	 2.346327e-17 
4150.495117 	 8.807405e-16 	 2.370159e-17 
4151.452637 	 8.694449e-16 	 2.359128e-17 
4152.407227 	 8.695894e-16 	 2.356101e-17 
4153.364746 	 8.868224e-16 	 2.390844e-17 
4154.320312 	 8.972204e-16 	 2.405632e-17 
4155.276367 	 8.867143e-16 	 2.385274e-17 
4156.234375 	 8.847233e-16 	 2.392901e-17 
4157.190430 	 9.205506e-16 	 2.432020e-17 
4158.148926 	 9.074502e-16 	 2.432372e-17 
4159.105469 	 9.044835e-16 	 2.410269e-17 
4160.064941 	 9.080063e-16 	 2.417718e-17 
4161.021973 	 8.891388e-16 	 2.394568e-17 
4161.979004 	 9.110012e-16 	 2.405623e-17 
4162.938965 	 8.690590e-16 	 2.358576e-17 
4163.896484 	 8.993797e-16 	 2.402370e-17 
4164.856445 	 9.333648e-16 	 2.450886e-17 
4165.814941 	 9.194519e-16 	 2.445830e-17 
4166.775391 	 9.115079e-16 	 2.445684e-17 
4167.733887 	 9.596314e-16 	 2.487803e-17 
4168.692871 	 8.915316e-16 	 2.417427e-17 
4169.653809 	 9.170044e-16 	 2.453348e-17 
4170.613281 	 9.410050e-16 	 2.472459e-17 
4171.575195 	 9.359111e-16 	 2.473241e-17 
4172.534668 	 9.584723e-16 	 2.486080e-17 
4173.497070 	 9.460501e-16 	 2.481887e-17 
4174.457031 	 9.253879e-16 	 2.460251e-17 
4175.417480 	 9.620395e-16 	 2.503223e-17 
4176.379883 	 9.788532e-16 	 2.526287e-17 
4177.340820 	 9.518323e-16 	 2.492842e-17 
4178.304199 	 9.359353e-16 	 2.463254e-17 
4179.265137 	 9.577807e-16 	 2.492121e-17 
4180.229004 	 9.597212e-16 	 2.490277e-17 
4181.190918 	 9.419802e-16 	 2.468252e-17 
4182.154785 	 9.363680e-16 	 2.443365e-17 
4183.117188 	 9.415243e-16 	 2.455928e-17 
4184.079590 	 9.340031e-16 	 2.426369e-17 
4185.044434 	 9.241320e-16 	 2.428999e-17 
4186.006836 	 9.621533e-16 	 2.480887e-17 
4186.972168 	 9.711753e-16 	 2.509288e-17 
4187.935547 	 9.719821e-16 	 2.502672e-17 
4188.901367 	 9.666353e-16 	 2.484850e-17 
4189.864746 	 9.434957e-16 	 2.457431e-17 
4190.828613 	 9.447310e-16 	 2.449120e-17 
4191.794922 	 9.414897e-16 	 2.453035e-17 
4192.759277 	 9.474327e-16 	 2.444082e-17 
4193.726074 	 9.584974e-16 	 2.477236e-17 
4194.690918 	 9.640672e-16 	 2.462032e-17 
4195.658203 	 9.623175e-16 	 2.479614e-17 
4196.623535 	 9.640701e-16 	 2.475067e-17 
4197.588867 	 9.676014e-16 	 2.462609e-17 
4198.557129 	 9.627603e-16 	 2.490112e-17 
4199.522949 	 9.675068e-16 	 2.467950e-17 
4200.491211 	 9.810197e-16 	 2.511276e-17 
4201.457520 	 9.883554e-16 	 2.510333e-17 
4202.426270 	 9.863767e-16 	 2.513706e-17 
4203.393066 	 9.466953e-16 	 2.447841e-17 
4204.359863 	 9.681705e-16 	 2.488860e-17 
4205.329590 	 9.629751e-16 	 2.454774e-17 
4206.296875 	 9.417776e-16 	 2.451148e-17 
4207.267090 	 9.693125e-16 	 2.459819e-17 
4208.234863 	 9.634762e-16 	 2.474566e-17 
4209.205078 	 9.796222e-16 	 3.057446e-17 
4210.173828 	 9.308216e-16 	 2.979978e-17 
4211.142090 	 9.417314e-16 	 2.988614e-17 
4212.113281 	 9.797507e-16 	 3.074132e-17 
4213.082031 	 9.401782e-16 	 2.747785e-17 
4214.053711 	 9.465742e-16 	 2.537296e-17 
4215.022949 	 9.569627e-16 	 2.467516e-17 
4215.995117 	 9.344041e-16 	 2.409939e-17 
4216.964844 	 9.575382e-16 	 2.460706e-17 
4217.935059 	 9.958146e-16 	 2.500960e-17 
4218.907715 	 9.601322e-16 	 2.444215e-17 
4219.878418 	 9.196868e-16 	 2.420140e-17 
4220.851562 	 9.973386e-16 	 2.475743e-17 
4221.822266 	 9.409376e-16 	 2.453495e-17 
4222.795898 	 9.270848e-16 	 2.394939e-17 
4223.767578 	 9.624007e-16 	 2.450755e-17 
4224.739258 	 9.190737e-16 	 2.375171e-17 
4225.713379 	 9.451865e-16 	 2.420521e-17 
4226.685547 	 9.917485e-16 	 2.500884e-17 
4227.660156 	 9.770784e-16 	 2.479956e-17 
4228.632812 	 9.579719e-16 	 2.457097e-17 
4229.607910 	 9.658212e-16 	 2.462271e-17 
4230.580566 	 9.602721e-16 	 2.431275e-17 
4231.554199 	 9.231374e-16 	 2.422896e-17 
4232.529785 	 9.939512e-16 	 2.480330e-17 
4233.503418 	 9.621823e-16 	 2.469026e-17 
4234.479980 	 9.484790e-16 	 2.426896e-17 
4235.454102 	 9.677590e-16 	 2.447778e-17 
4236.430664 	 9.267754e-16 	 2.382213e-17 
4237.405273 	 9.188066e-16 	 2.369229e-17 
4238.379883 	 9.423790e-16 	 2.400137e-17 
4239.357422 	 9.428176e-16 	 2.404831e-17 
4240.332520 	 9.148209e-16 	 2.346376e-17 
4241.310547 	 9.284725e-16 	 2.400174e-17 
4242.286133 	 9.858288e-16 	 2.431698e-17 
4243.264160 	 9.261795e-16 	 2.400750e-17 
4244.240723 	 9.529972e-16 	 2.398043e-17 
4245.216797 	 9.304737e-16 	 2.395107e-17 
4246.195801 	 9.259508e-16 	 2.377364e-17 
4247.172852 	 9.434691e-16 	 2.411914e-17 
4248.151855 	 9.189774e-16 	 2.364475e-17 
4249.129395 	 9.138811e-16 	 2.357969e-17 
4250.109375 	 9.197889e-16 	 2.363801e-17 
4251.086914 	 9.188385e-16 	 2.355281e-17 
4252.064941 	 9.218179e-16 	 2.364600e-17 
4253.045410 	 9.368991e-16 	 2.392788e-17 
4254.023926 	 9.393811e-16 	 2.379986e-17 
4255.004883 	 8.961519e-16 	 2.350285e-17 
4255.983398 	 9.301957e-16 	 2.352339e-17 
4256.964844 	 9.180830e-16 	 2.363411e-17 
4257.944336 	 9.029226e-16 	 2.319227e-17 
4258.926270 	 9.059851e-16 	 2.322658e-17 
4259.905762 	 8.972038e-16 	 2.302638e-17 
4260.885742 	 8.999369e-16 	 2.305302e-17 
4261.868652 	 8.770126e-16 	 2.266649e-17 
4262.849121 	 8.840794e-16 	 2.285189e-17 
4263.832031 	 9.139290e-16 	 2.834156e-17 
4264.812988 	 9.091611e-16 	 2.854188e-17 
4265.796387 	 8.696687e-16 	 2.782583e-17 
4266.777832 	 9.080322e-16 	 2.781570e-17 
4267.759277 	 8.949049e-16 	 2.424326e-17 
4268.743164 	 9.092249e-16 	 2.295617e-17 
4269.725586 	 9.023496e-16 	 2.321693e-17 
4270.709961 	 8.829565e-16 	 2.275919e-17 
4271.692383 	 8.956169e-16 	 2.294581e-17 
4272.677246 	 8.695998e-16 	 2.248727e-17 
4273.660645 	 8.624839e-16 	 2.232115e-17 
4274.643555 	 8.792052e-16 	 2.264063e-17 
4275.629395 	 8.576593e-16 	 2.208010e-17 
4276.612793 	 8.337812e-16 	 2.211282e-17 
4277.599121 	 8.594794e-16 	 2.206616e-17 
4278.583008 	 8.344506e-16 	 2.197643e-17 
4279.569824 	 8.435270e-16 	 2.202574e-17 
4280.554199 	 8.584511e-16 	 2.217043e-17 
4281.539062 	 8.505816e-16 	 2.206076e-17 
4282.526367 	 8.440422e-16 	 2.199859e-17 
4283.511719 	 8.584447e-16 	 2.220306e-17 
4284.499023 	 8.418930e-16 	 2.200119e-17 
4285.484863 	 8.585550e-16 	 2.213589e-17 
4286.473145 	 8.454704e-16 	 2.210921e-17 
4287.458984 	 8.411514e-16 	 2.183501e-17 
4288.445312 	 8.452795e-16 	 2.204846e-17 
4289.434570 	 8.253657e-16 	 2.156441e-17 
4290.421387 	 8.229386e-16 	 2.148224e-17 
4291.410645 	 7.968503e-16 	 2.114023e-17 
4292.397949 	 7.885057e-16 	 2.092640e-17 
4293.387695 	 7.947493e-16 	 2.101602e-17 
4294.375488 	 7.989306e-16 	 2.107547e-17 
4295.363281 	 7.992600e-16 	 2.112311e-17 
4296.353516 	 8.004910e-16 	 2.106780e-17 
4297.342285 	 7.650890e-16 	 2.037968e-17 
4298.333008 	 7.839847e-16 	 2.099791e-17 
4299.321777 	 7.907874e-16 	 2.068666e-17 
4300.313477 	 7.615276e-16 	 2.052928e-17 
4301.302734 	 7.454518e-16 	 2.001648e-17 
4302.291992 	 7.405569e-16 	 1.986614e-17 
4303.284180 	 7.423758e-16 	 1.994219e-17 
4304.274414 	 7.478567e-16 	 2.002025e-17 
4305.266602 	 7.186427e-16 	 1.952014e-17 
4306.257324 	 7.075057e-16 	 1.959435e-17 
4307.250000 	 7.501037e-16 	 1.980693e-17 
4308.241211 	 6.976598e-16 	 1.931425e-17 
4309.231934 	 6.995045e-16 	 1.911211e-17 
4310.226074 	 6.962179e-16 	 1.895421e-17 
4311.217285 	 6.821573e-16 	 1.883072e-17 
4312.211426 	 6.694827e-16 	 1.853204e-17 
4313.203613 	 6.632175e-16 	 1.846494e-17 
4314.198242 	 6.742987e-16 	 1.859807e-17 
4315.190430 	 6.628798e-16 	 1.845863e-17 
4316.183594 	 6.529086e-16 	 1.824797e-17 
4317.178711 	 6.433954e-16 	 1.806136e-17 
4318.171875 	 6.387394e-16 	 1.803836e-17 
4319.167480 	 6.422391e-16 	 1.798132e-17 
4320.161133 	 6.281931e-16 	 1.779236e-17 
4321.157227 	 6.270365e-16 	 1.763394e-17 
4322.151367 	 6.022587e-16 	 1.728743e-17 
4323.145996 	 5.878615e-16 	 1.704673e-17 
4324.142578 	 5.888423e-16 	 1.695356e-17 
4325.137695 	 5.807569e-16 	 1.682675e-17 
4326.134766 	 5.818287e-16 	 1.673016e-17 
4327.129883 	 5.475381e-16 	 1.608457e-17 
4328.127930 	 5.248629e-16 	 1.567173e-17 
4329.123535 	 5.360090e-16 	 1.586109e-17 
4330.119629 	 5.398082e-16 	 1.582320e-17 
4331.118164 	 5.004545e-16 	 1.517224e-17 
4332.114258 	 4.811606e-16 	 1.481808e-17 
4333.113281 	 4.742697e-16 	 1.478003e-17 
4334.110352 	 4.744863e-16 	 1.458499e-17 
4335.109863 	 4.648593e-16 	 1.442069e-17 
4336.106934 	 4.480086e-16 	 1.413334e-17 
4337.106934 	 4.448714e-16 	 1.415326e-17 
4338.104492 	 4.546835e-16 	 1.415580e-17 
4339.102539 	 4.251881e-16 	 1.354934e-17 
4340.103027 	 4.023569e-16 	 1.329375e-17 
4341.101562 	 3.923980e-16 	 1.280026e-17 
4342.102539 	 3.872900e-16 	 1.300459e-17 
4343.101562 	 3.893656e-16 	 1.292297e-17 
4344.103027 	 4.050650e-16 	 1.323673e-17 
4345.102539 	 4.236227e-16 	 1.360068e-17 
4346.102051 	 4.284108e-16 	 1.370754e-17 
4347.104004 	 4.367724e-16 	 1.392588e-17 
4348.104004 	 4.513153e-16 	 1.407836e-17 
4349.106934 	 4.627383e-16 	 1.442163e-17 
4350.107422 	 4.837353e-16 	 1.469734e-17 
4351.110352 	 4.815799e-16 	 1.481275e-17 
4352.111328 	 4.921355e-16 	 1.488176e-17 
4353.112793 	 5.145332e-16 	 1.523956e-17 
4354.116699 	 5.186908e-16 	 1.535371e-17 
4355.118164 	 5.044618e-16 	 1.517282e-17 
4356.122559 	 5.341015e-16 	 1.571257e-17 
4357.124512 	 5.298188e-16 	 1.562130e-17 
4358.129395 	 5.378382e-16 	 1.616947e-17 
4359.131836 	 5.691427e-16 	 1.689087e-17 
4360.134766 	 5.858238e-16 	 1.736324e-17 
4361.140137 	 5.703698e-16 	 1.699223e-17 
4362.143555 	 5.870208e-16 	 1.689416e-17 
4363.149414 	 5.849100e-16 	 1.676330e-17 
4364.152832 	 5.968327e-16 	 1.674167e-17 
4365.159180 	 5.986808e-16 	 1.681053e-17 
4366.163574 	 5.904382e-16 	 1.671348e-17 
4367.167969 	 5.997215e-16 	 1.682200e-17 
4368.175293 	 6.073763e-16 	 1.700356e-17 
4369.180176 	 6.136412e-16 	 1.706311e-17 
4370.187500 	 6.221280e-16 	 1.721704e-17 
4371.192871 	 6.344945e-16 	 1.745775e-17 
4372.200684 	 6.402340e-16 	 1.750379e-17 
4373.206543 	 6.424658e-16 	 1.760055e-17 
4374.212891 	 6.774905e-16 	 1.824267e-17 
4375.221191 	 6.696849e-16 	 1.803914e-17 
4376.228027 	 6.512456e-16 	 1.781286e-17 
4377.236816 	 6.706159e-16 	 1.816948e-17 
4378.244141 	 6.958661e-16 	 1.835549e-17 
4379.253418 	 6.800694e-16 	 1.837920e-17 
4380.261230 	 6.956520e-16 	 1.852150e-17 
4381.268555 	 7.020570e-16 	 1.867453e-17 
4382.279297 	 7.034398e-16 	 1.872949e-17 
4383.287109 	 7.111851e-16 	 1.883303e-17 
4384.297852 	 7.286836e-16 	 1.910822e-17 
4385.306641 	 7.395167e-16 	 1.930945e-17 
4386.317871 	 7.171974e-16 	 1.899896e-17 
4387.326660 	 7.332012e-16 	 1.928659e-17 
4388.335938 	 7.572773e-16 	 1.951799e-17 
4389.348145 	 7.585459e-16 	 1.982541e-17 
4390.357910 	 7.365730e-16 	 1.913185e-17 
4391.370117 	 7.241217e-16 	 1.914128e-17 
4392.380371 	 7.522472e-16 	 1.942236e-17 
4393.393555 	 7.234733e-16 	 1.917468e-17 
4394.404297 	 7.578589e-16 	 1.962730e-17 
4395.415039 	 7.747302e-16 	 1.981420e-17 
4396.428711 	 7.488796e-16 	 1.955301e-17 
4397.439941 	 7.588859e-16 	 1.975576e-17 
4398.454102 	 7.827091e-16 	 2.007374e-17 
4399.465820 	 7.873463e-16 	 2.014512e-17 
4400.480469 	 7.715593e-16 	 2.000172e-17 
4401.492676 	 7.746098e-16 	 1.997836e-17 
4402.505371 	 7.884141e-16 	 2.019740e-17 
4403.520508 	 7.810833e-16 	 2.008220e-17 
4404.533691 	 7.925829e-16 	 2.020052e-17 
4405.549316 	 7.976118e-16 	 2.029358e-17 
4406.562500 	 7.843294e-16 	 2.006680e-17 
4407.578613 	 7.712680e-16 	 1.991383e-17 
4408.592773 	 7.744873e-16 	 1.989665e-17 
4409.606934 	 7.921392e-16 	 2.031197e-17 
4410.624023 	 8.051612e-16 	 2.040584e-17 
4411.638672 	 7.824767e-16 	 2.016903e-17 
4412.655762 	 8.119866e-16 	 2.054238e-17 
4413.670898 	 8.256084e-16 	 2.071721e-17 
4414.688477 	 8.008539e-16 	 2.040852e-17 
4415.704102 	 7.956544e-16 	 2.026215e-17 
4416.722656 	 7.920461e-16 	 2.021070e-17 
4417.738770 	 7.938257e-16 	 2.033802e-17 
4418.754883 	 8.249806e-16 	 2.069099e-17 
4419.773926 	 8.383523e-16 	 2.106221e-17 
4420.790527 	 8.312909e-16 	 2.099620e-17 
4421.810059 	 8.311584e-16 	 2.092129e-17 
4422.827148 	 7.933526e-16 	 2.045383e-17 
4423.847168 	 8.234199e-16 	 2.062976e-17 
4424.864746 	 8.051312e-16 	 2.055438e-17 
4425.882812 	 8.162067e-16 	 2.061100e-17 
4426.903320 	 8.281942e-16 	 2.075540e-17 
4427.921875 	 7.649022e-16 	 1.993146e-17 
4428.942871 	 8.343501e-16 	 2.074566e-17 
4429.961914 	 8.205147e-16 	 2.066092e-17 
4430.983398 	 8.080402e-16 	 2.046934e-17 
4432.002441 	 8.162731e-16 	 2.064213e-17 
4433.021973 	 8.225293e-16 	 2.065168e-17 
4434.044434 	 8.283175e-16 	 2.086344e-17 
4435.064453 	 8.515627e-16 	 2.095697e-17 
4436.087402 	 8.114983e-16 	 2.053066e-17 
4437.107910 	 8.070395e-16 	 2.030248e-17 
4438.130859 	 8.177202e-16 	 2.051369e-17 
4439.151855 	 8.227399e-16 	 2.060552e-17 
4440.173340 	 8.338778e-16 	 2.080152e-17 
4441.196777 	 8.125967e-16 	 2.044031e-17 
4442.218750 	 8.216768e-16 	 2.065622e-17 
4443.243164 	 8.167961e-16 	 2.038307e-17 
4444.265137 	 8.268458e-16 	 2.086138e-17 
4445.290039 	 8.372481e-16 	 2.073693e-17 
4446.312500 	 8.094142e-16 	 2.051898e-17 
4447.335449 	 8.238985e-16 	 2.064110e-17 
4448.361328 	 8.314347e-16 	 2.067551e-17 
4449.384277 	 8.084865e-16 	 2.040075e-17 
4450.410645 	 8.078491e-16 	 2.036695e-17 
4451.434082 	 8.293103e-16 	 2.060135e-17 
4452.460938 	 8.290206e-16 	 2.076567e-17 
4453.484863 	 8.425979e-16 	 2.087951e-17 
4454.509766 	 8.295215e-16 	 2.073918e-17 
4455.536621 	 8.218190e-16 	 2.053453e-17 
4456.561523 	 8.250137e-16 	 2.062804e-17 
4457.589355 	 8.264970e-16 	 2.063569e-17 
4458.614746 	 8.211823e-16 	 2.054771e-17 
4459.643066 	 8.227327e-16 	 2.058819e-17 
4460.668945 	 8.278257e-16 	 2.061363e-17 
4461.695312 	 8.303100e-16 	 2.074498e-17 
4462.724121 	 8.275493e-16 	 2.061330e-17 
4463.750488 	 8.323647e-16 	 2.077303e-17 
4464.779785 	 8.435361e-16 	 2.093481e-17 
4465.807129 	 8.150234e-16 	 2.045766e-17 
4466.836914 	 8.295288e-16 	 2.063106e-17 
4467.864258 	 8.240149e-16 	 2.073523e-17 
4468.892090 	 8.323600e-16 	 2.065223e-17 
4469.922852 	 8.463397e-16 	 2.101648e-17 
4470.951172 	 8.151289e-16 	 2.037379e-17 
4471.981934 	 8.089411e-16 	 2.030544e-17 
4473.010742 	 8.178452e-16 	 2.052255e-17 
4474.042480 	 8.363325e-16 	 2.073017e-17 
4475.071777 	 8.281863e-16 	 2.056710e-17 
4476.101074 	 8.161465e-16 	 2.058956e-17 
4477.133301 	 8.389075e-16 	 2.068824e-17 
4478.163086 	 8.181179e-16 	 2.054534e-17 
4479.195801 	 8.323736e-16 	 2.076424e-17 
4480.226562 	 8.242781e-16 	 2.051931e-17 
4481.259277 	 8.076445e-16 	 2.033196e-17 
4482.290527 	 7.897752e-16 	 1.982701e-17 
4483.321289 	 7.680410e-16 	 1.963127e-17 
4484.355469 	 8.086951e-16 	 2.027557e-17 
4485.387207 	 8.182970e-16 	 2.034938e-17 
4486.421387 	 8.131161e-16 	 2.041060e-17 
4487.453613 	 8.169448e-16 	 2.036450e-17 
4488.488281 	 8.306945e-16 	 2.072106e-17 
4489.520996 	 8.403997e-16 	 2.081491e-17 
4490.553711 	 8.380992e-16 	 2.077013e-17 
4491.588867 	 8.278983e-16 	 2.059345e-17 
4492.622559 	 8.415072e-16 	 2.083085e-17 
4493.658203 	 8.578056e-16 	 2.123598e-17 
4494.691895 	 8.462238e-16 	 2.077609e-17 
4495.728516 	 8.252697e-16 	 2.083347e-17 
4496.762695 	 8.620520e-16 	 2.100996e-17 
4497.799805 	 8.287222e-16 	 2.067402e-17 
4498.834473 	 8.142059e-16 	 2.037501e-17 
4499.869629 	 8.154114e-16 	 2.035248e-17 
4500.907227 	 8.252303e-16 	 2.056629e-17 
4501.942383 	 8.503250e-16 	 2.079423e-17 
4502.980469 	 8.188605e-16 	 2.051257e-17 
4504.016602 	 8.193390e-16 	 2.026642e-17 
4505.055176 	 8.116455e-16 	 2.028842e-17 
4506.091309 	 8.016640e-16 	 1.993294e-17 
4507.127930 	 7.986805e-16 	 1.999737e-17 
4508.167480 	 7.999575e-16 	 1.999045e-17 
4509.204590 	 8.285137e-16 	 2.042541e-17 
4510.244629 	 8.164533e-16 	 2.022401e-17 
4511.282227 	 8.284808e-16 	 2.046132e-17 
4512.322266 	 8.226704e-16 	 2.031425e-17 
4513.360352 	 7.997890e-16 	 1.994285e-17 
4514.398438 	 8.150455e-16 	 2.019068e-17 
4515.439453 	 8.130545e-16 	 2.024131e-17 
4516.478516 	 8.458119e-16 	 2.063563e-17 
4517.520020 	 8.334546e-16 	 2.044553e-17 
4518.559082 	 8.078290e-16 	 2.004751e-17 
4519.601074 	 8.138618e-16 	 2.025857e-17 
4520.640625 	 8.303264e-16 	 2.029528e-17 
4521.680664 	 8.092732e-16 	 2.013493e-17 
4522.723633 	 8.050587e-16 	 2.009096e-17 
4523.764160 	 8.177388e-16 	 2.017231e-17 
4524.807129 	 8.134111e-16 	 2.011068e-17 
4525.848145 	 7.927498e-16 	 1.981559e-17 
4526.891602 	 7.981747e-16 	 1.995617e-17 
4527.933105 	 8.376270e-16 	 2.038176e-17 
4528.974609 	 8.155065e-16 	 2.025982e-17 
4530.019043 	 8.272076e-16 	 2.030916e-17 
4531.061035 	 8.285227e-16 	 2.037921e-17 
4532.105957 	 8.090768e-16 	 2.006521e-17 
4533.148926 	 8.202176e-16 	 2.015942e-17 
4534.193848 	 7.899985e-16 	 1.964685e-17 
4535.237305 	 7.966967e-16 	 1.986356e-17 
4536.280273 	 8.163517e-16 	 1.996215e-17 
4537.326660 	 8.065248e-16 	 1.997299e-17 
4538.370117 	 7.893103e-16 	 1.959529e-17 
4539.416992 	 8.071363e-16 	 1.992016e-17 
4540.460938 	 7.971037e-16 	 1.977940e-17 
4541.508301 	 8.043257e-16 	 1.987211e-17 
4542.552734 	 7.918383e-16 	 1.961740e-17 
4543.598145 	 7.914045e-16 	 1.979430e-17 
4544.645508 	 8.136028e-16 	 2.003258e-17 
4545.690918 	 8.204085e-16 	 2.025296e-17 
4546.739258 	 8.127627e-16 	 2.007122e-17 
4547.785156 	 7.874557e-16 	 1.972907e-17 
4548.833984 	 8.049940e-16 	 1.999491e-17 
4549.880371 	 8.271099e-16 	 2.023008e-17 
4550.927246 	 8.154497e-16 	 2.010815e-17 
4551.976562 	 7.914923e-16 	 1.974345e-17 
4553.023926 	 7.908263e-16 	 1.972705e-17 
4554.073730 	 8.101369e-16 	 2.001348e-17 
4555.121582 	 8.053727e-16 	 1.994123e-17 
4556.171875 	 7.996940e-16 	 1.985513e-17 
4557.219727 	 8.080794e-16 	 1.996791e-17 
4558.268555 	 8.129168e-16 	 2.009239e-17 
4559.319336 	 8.189945e-16 	 2.004236e-17 
4560.368164 	 7.840747e-16 	 1.975449e-17 
4561.419922 	 7.830028e-16 	 1.937248e-17 
4562.469238 	 8.086691e-16 	 2.006273e-17 
4563.521484 	 8.127056e-16 	 1.999153e-17 
4564.571289 	 7.918774e-16 	 1.971512e-17 
4565.621094 	 8.184167e-16 	 2.011762e-17 
