MJD EXP COUNT COUNT_ERROR ONES ONES
59900.74876552635 3.472222222222222e-05 51.495652173913044 7.745966692414834 1.0 1.0
59900.74880024857 3.472222222222222e-05 58.74782608695652 7.937253933193772 1.0 1.0
59900.74883497079 3.472222222222222e-05 48.495652173913044 7.54983443527075 1.0 1.0
59900.748869693016 3.472222222222222e-05 52.495652173913044 7.810249675906654 1.0 1.0
59900.74890441524 3.472222222222222e-05 40.91304347826087 6.928203230275509 1.0 1.0
59900.74893913746 3.472222222222222e-05 54.3304347826087 7.745966692414834 1.0 1.0
59900.748973859685 3.472222222222222e-05 66.40869565217392 9.055385138137417 1.0 1.0
59900.74900858191 3.472222222222222e-05 60.40869565217391 8.717797887081346 1.0 1.0
59900.74904330413 3.472222222222222e-05 67.6608695652174 8.888194417315589 1.0 1.0
59900.749078026354 3.472222222222222e-05 55.74782608695652 7.745966692414834 1.0 1.0
59900.74911274858 3.472222222222222e-05 68.49565217391304 8.774964387392123 1.0 1.0
59900.7491474708 3.472222222222222e-05 71.91304347826087 8.888194417315589 1.0 1.0
59900.74918219302 3.472222222222222e-05 41.495652173913044 7.0710678118654755 1.0 1.0
59900.74921691525 3.472222222222222e-05 58.74782608695652 7.937253933193772 1.0 1.0
59900.74925163747 3.472222222222222e-05 56.91304347826087 7.999999999999999 1.0 1.0
59900.74928635969 3.472222222222222e-05 59.91304347826087 8.18535277187245 1.0 1.0
59900.749321081916 3.472222222222222e-05 65.33043478260869 8.426149773176359 1.0 1.0
59900.74935580414 3.472222222222222e-05 44.66086956521739 7.483314773547883 1.0 1.0
59900.74939052636 3.472222222222222e-05 50.66086956521739 7.874007874011811 1.0 1.0
59900.749425248585 3.472222222222222e-05 80.91304347826087 9.38083151964686 1.0 1.0
59900.74945997081 3.472222222222222e-05 51.91304347826087 7.681145747868608 1.0 1.0
59900.74949469303 3.472222222222222e-05 68.74782608695652 8.54400374531753 1.0 1.0
59900.749529415254 3.472222222222222e-05 51.573913043478264 8.366600265340756 1.0 1.0
59900.74956413748 3.472222222222222e-05 66.74782608695652 8.426149773176359 1.0 1.0
59900.7495988597 3.472222222222222e-05 64.74782608695652 8.306623862918075 1.0 1.0
59900.74963358192 3.472222222222222e-05 61.07826086956522 8.426149773176359 1.0 1.0
59900.749668304146 3.472222222222222e-05 63.495652173913044 8.485281374238571 1.0 1.0
59900.74970302637 3.472222222222222e-05 79.49565217391304 9.38083151964686 1.0 1.0
59900.74973774859 3.472222222222222e-05 54.582608695652176 7.483314773547883 1.0 1.0
59900.749772470816 3.472222222222222e-05 65.82608695652173 8.94427190999916 1.0 1.0
59900.74980719304 3.472222222222222e-05 69.33043478260869 8.660254037844387 1.0 1.0
59900.74984191526 3.472222222222222e-05 59.495652173913044 8.246211251235321 1.0 1.0
59900.749876637485 3.472222222222222e-05 64.07826086956521 8.602325267042627 1.0 1.0
59900.74991135971 3.472222222222222e-05 57.495652173913044 8.12403840463596 1.0 1.0
59900.74994608193 3.472222222222222e-05 59.74782608695652 7.999999999999999 1.0 1.0
59900.749980804154 3.472222222222222e-05 67.33043478260869 8.54400374531753 1.0 1.0
59900.75001552638 3.472222222222222e-05 55.66086956521739 8.18535277187245 1.0 1.0
59900.7500502486 3.472222222222222e-05 53.66086956521739 8.06225774829855 1.0 1.0
59900.75008497082 3.472222222222222e-05 58.66086956521739 8.366600265340756 1.0 1.0
59900.750119693046 3.472222222222222e-05 57.495652173913044 8.12403840463596 1.0 1.0
59900.75015441527 3.472222222222222e-05 70.91304347826087 8.831760866327846 1.0 1.0
59900.75018913749 3.472222222222222e-05 62.07826086956522 8.48528137423857 1.0 1.0
59900.750223859715 3.472222222222222e-05 56.07826086956522 8.12403840463596 1.0 1.0
59900.75025858194 3.472222222222222e-05 62.495652173913044 8.426149773176357 1.0 1.0
59900.75029330416 3.472222222222222e-05 59.74782608695652 7.999999999999999 1.0 1.0
59900.750328026385 3.472222222222222e-05 37.91304347826087 6.708203932499369 1.0 1.0
59900.75036274861 3.472222222222222e-05 67.33043478260869 8.54400374531753 1.0 1.0
59900.75039747083 3.472222222222222e-05 59.3304347826087 8.06225774829855 1.0 1.0
59900.750432193054 3.472222222222222e-05 63.165217391304346 8.12403840463596 1.0 1.0
59900.75046691528 3.472222222222222e-05 51.07826086956522 7.810249675906654 1.0 1.0
59900.7505016375 3.472222222222222e-05 48.582608695652176 7.0710678118654755 1.0 1.0
59900.75053635972 3.472222222222222e-05 63.495652173913044 8.485281374238571 1.0 1.0
59900.750571081946 3.472222222222222e-05 55.91304347826087 7.937253933193772 1.0 1.0
59900.75060580417 3.472222222222222e-05 63.91304347826087 8.426149773176359 1.0 1.0
59900.75064052639 3.472222222222222e-05 59.3304347826087 8.06225774829855 1.0 1.0
59900.750675248615 3.472222222222222e-05 60.495652173913044 8.306623862918075 1.0 1.0
59900.75070997084 3.472222222222222e-05 52.165217391304346 7.416198487095663 1.0 1.0
59900.75074469306 3.472222222222222e-05 37.66086956521739 7.0 1.0 1.0
59900.750779415284 3.472222222222222e-05 54.07826086956522 8.0 1.0 1.0
59900.75081413751 3.472222222222222e-05 61.91304347826087 8.306623862918075 1.0 1.0
59900.75084885973 3.472222222222222e-05 60.495652173913044 8.306623862918075 1.0 1.0
59900.75088358195 3.472222222222222e-05 49.495652173913044 7.615773105863908 1.0 1.0
59900.75091830418 3.472222222222222e-05 53.40869565217391 8.306623862918075 1.0 1.0
59900.7509530264 3.472222222222222e-05 75.74782608695652 8.94427190999916 1.0 1.0
59900.75098774862 3.472222222222222e-05 57.495652173913044 8.12403840463596 1.0 1.0
59900.751022470846 3.472222222222222e-05 50.495652173913044 7.681145747868608 1.0 1.0
59900.75105719307 3.472222222222222e-05 56.243478260869566 8.306623862918075 1.0 1.0
59900.75109191529 3.472222222222222e-05 43.3304347826087 7.000000000000001 1.0 1.0
59900.751126637515 3.472222222222222e-05 64.07826086956521 8.602325267042627 1.0 1.0
59900.75116135974 3.472222222222222e-05 67.16521739130435 8.366600265340756 1.0 1.0
59900.75119608196 3.472222222222222e-05 63.91304347826087 8.426149773176359 1.0 1.0
59900.751230804184 3.472222222222222e-05 57.74782608695652 7.87400787401181 1.0 1.0
59900.75126552641 3.472222222222222e-05 60.74782608695652 8.06225774829855 1.0 1.0
59900.75130024863 3.472222222222222e-05 64.74782608695652 8.306623862918075 1.0 1.0
59900.75133497085 3.472222222222222e-05 62.582608695652176 8.0 1.0 1.0
59900.75136969308 3.472222222222222e-05 58.66086956521739 8.366600265340756 1.0 1.0
59900.7514044153 3.472222222222222e-05 59.165217391304346 7.874007874011811 1.0 1.0
59900.75143913752 3.472222222222222e-05 55.165217391304346 7.615773105863909 1.0 1.0
59900.751473859746 3.472222222222222e-05 59.495652173913044 8.246211251235321 1.0 1.0
59900.75150858197 3.472222222222222e-05 72.74782608695652 8.774964387392123 1.0 1.0
59900.75154330419 3.472222222222222e-05 74.49565217391304 9.1104335791443 1.0 1.0
59900.751578026415 3.472222222222222e-05 69.16521739130435 8.48528137423857 1.0 1.0
59900.75161274864 3.472222222222222e-05 54.66086956521739 8.12403840463596 1.0 1.0
59900.75164747086 3.472222222222222e-05 56.495652173913044 8.06225774829855 1.0 1.0
59900.751682193084 3.472222222222222e-05 50.3304347826087 7.483314773547883 1.0 1.0
59900.75171691531 3.472222222222222e-05 72.82608695652173 9.327379053088816 1.0 1.0
59900.75175163753 3.472222222222222e-05 59.74782608695652 7.999999999999999 1.0 1.0
59900.75178635975 3.472222222222222e-05 74.33043478260869 8.94427190999916 1.0 1.0
59900.751821081976 3.472222222222222e-05 72.33043478260869 8.831760866327848 1.0 1.0
59900.7518558042 3.472222222222222e-05 61.91304347826087 8.306623862918075 1.0 1.0
59900.75189052642 3.472222222222222e-05 70.49565217391304 8.888194417315589 1.0 1.0
59900.751925248645 3.472222222222222e-05 54.243478260869566 8.18535277187245 1.0 1.0
59900.75195997087 3.472222222222222e-05 53.74782608695652 7.615773105863909 1.0 1.0
59900.75199469309 3.472222222222222e-05 51.243478260869566 8.0 1.0 1.0
59900.752029415315 3.472222222222222e-05 66.74782608695652 8.426149773176359 1.0 1.0
59900.75206413754 3.472222222222222e-05 71.16521739130435 8.602325267042627 1.0 1.0
59900.75209885976 3.472222222222222e-05 65.74782608695652 8.366600265340756 1.0 1.0
59900.752133581984 3.472222222222222e-05 61.91304347826087 8.306623862918075 1.0 1.0
59900.75216830421 3.472222222222222e-05 60.3304347826087 8.12403840463596 1.0 1.0
59900.75220302643 3.472222222222222e-05 69.58260869565217 8.426149773176359 1.0 1.0
59900.75223774865 3.472222222222222e-05 57.74782608695652 7.87400787401181 1.0 1.0
59900.752272470876 3.472222222222222e-05 66.33043478260869 8.48528137423857 1.0 1.0
59900.7523071931 3.472222222222222e-05 67.16521739130435 8.366600265340756 1.0 1.0
59900.75234191532 3.472222222222222e-05 65.49565217391304 8.602325267042627 1.0 1.0
59900.752376637545 3.472222222222222e-05 47.91304347826087 7.416198487095664 1.0 1.0
59900.75241135977 3.472222222222222e-05 63.74782608695652 8.24621125123532 1.0 1.0
59900.75244608199 3.472222222222222e-05 59.91304347826087 8.18535277187245 1.0 1.0
59900.752480804214 3.472222222222222e-05 40.3304347826087 6.782329983125268 1.0 1.0
59900.75251552644 3.472222222222222e-05 67.49565217391304 8.717797887081348 1.0 1.0
59900.75255024866 3.472222222222222e-05 51.91304347826087 7.681145747868608 1.0 1.0
59900.75258497088 3.472222222222222e-05 60.165217391304346 7.937253933193771 1.0 1.0
59900.75261969311 3.472222222222222e-05 60.91304347826087 8.246211251235321 1.0 1.0
59900.75265441533 3.472222222222222e-05 75.33043478260869 9.0 1.0 1.0
59900.75268913755 3.472222222222222e-05 83.74782608695652 9.38083151964686 1.0 1.0
59900.752723859776 3.472222222222222e-05 63.495652173913044 8.485281374238571 1.0 1.0
59900.752758582 3.472222222222222e-05 61.66086956521739 8.54400374531753 1.0 1.0
59900.75279330422 3.472222222222222e-05 59.07826086956522 8.306623862918075 1.0 1.0
59900.752828026445 3.472222222222222e-05 66.74782608695652 8.426149773176359 1.0 1.0
59900.75286274867 3.472222222222222e-05 52.243478260869566 8.06225774829855 1.0 1.0
59900.75289747089 3.472222222222222e-05 67.49565217391304 8.717797887081348 1.0 1.0
59900.752932193114 3.472222222222222e-05 60.243478260869566 8.54400374531753 1.0 1.0
59900.75296691534 3.472222222222222e-05 63.3304347826087 8.306623862918075 1.0 1.0
59900.75300163756 3.472222222222222e-05 62.07826086956522 8.48528137423857 1.0 1.0
59900.75303635978 3.472222222222222e-05 59.07826086956522 8.306623862918075 1.0 1.0
59900.75307108201 3.472222222222222e-05 54.582608695652176 7.483314773547883 1.0 1.0
59900.75310580423 3.472222222222222e-05 54.495652173913044 7.937253933193772 1.0 1.0
59900.75314052645 3.472222222222222e-05 53.07826086956522 7.937253933193772 1.0 1.0
59900.753175248676 3.472222222222222e-05 69.91304347826087 8.77496438739212 1.0 1.0
59900.7532099709 3.472222222222222e-05 56.91304347826087 7.999999999999999 1.0 1.0
59900.75324469312 3.472222222222222e-05 68.16521739130435 8.426149773176359 1.0 1.0
59900.753279415345 3.472222222222222e-05 56.3304347826087 7.874007874011811 1.0 1.0
59900.75331413757 3.472222222222222e-05 53.3304347826087 7.681145747868608 1.0 1.0
59900.75334885979 3.472222222222222e-05 55.91304347826087 7.937253933193772 1.0 1.0
59900.753383582014 3.472222222222222e-05 72.74782608695652 8.774964387392123 1.0 1.0
59900.75341830424 3.472222222222222e-05 63.91304347826087 8.426149773176359 1.0 1.0
59900.75345302646 3.472222222222222e-05 73.58260869565217 8.660254037844387 1.0 1.0
59900.75348774868 3.472222222222222e-05 77.07826086956521 9.327379053088816 1.0 1.0
59900.753522470906 3.472222222222222e-05 46.91304347826087 7.3484692283495345 1.0 1.0
59900.75355719313 3.472222222222222e-05 65.33043478260869 8.426149773176359 1.0 1.0
59900.75359191535 3.472222222222222e-05 67.16521739130435 8.366600265340756 1.0 1.0
59900.753626637576 3.472222222222222e-05 58.91304347826087 8.12403840463596 1.0 1.0
59900.7536613598 3.472222222222222e-05 69.49565217391304 8.831760866327846 1.0 1.0
59900.75369608202 3.472222222222222e-05 68.74782608695652 8.54400374531753 1.0 1.0
59900.753730804245 3.472222222222222e-05 65.49565217391304 8.602325267042627 1.0 1.0
59900.75376552647 3.472222222222222e-05 73.82608695652173 9.38083151964686 1.0 1.0
59900.75380024869 3.472222222222222e-05 67.91304347826087 8.660254037844387 1.0 1.0
59900.753834970914 3.472222222222222e-05 52.582608695652176 7.3484692283495345 1.0 1.0
59900.75386969314 3.472222222222222e-05 65.91304347826087 8.54400374531753 1.0 1.0
59900.75390441536 3.472222222222222e-05 60.91304347826087 8.246211251235321 1.0 1.0
59900.75393913758 3.472222222222222e-05 60.07826086956522 8.366600265340756 1.0 1.0
59900.753973859806 3.472222222222222e-05 55.40869565217391 8.426149773176359 1.0 1.0
59900.75400858203 3.472222222222222e-05 65.07826086956521 8.660254037844387 1.0 1.0
59900.75404330425 3.472222222222222e-05 71.33043478260869 8.77496438739212 1.0 1.0
59900.754078026475 3.472222222222222e-05 70.74782608695652 8.660254037844386 1.0 1.0
59900.7541127487 3.472222222222222e-05 66.33043478260869 8.48528137423857 1.0 1.0
59900.75414747092 3.472222222222222e-05 59.3304347826087 8.06225774829855 1.0 1.0
59900.754182193145 3.472222222222222e-05 68.33043478260869 8.602325267042627 1.0 1.0
59900.75421691537 3.472222222222222e-05 57.99130434782609 8.660254037844387 1.0 1.0
59900.75425163759 3.472222222222222e-05 53.3304347826087 7.681145747868608 1.0 1.0
59900.754286359814 3.472222222222222e-05 70.07826086956521 8.944271909999157 1.0 1.0
59900.75432108204 3.472222222222222e-05 66.74782608695652 8.426149773176359 1.0 1.0
59900.75435580426 3.472222222222222e-05 65.07826086956521 8.660254037844387 1.0 1.0
59900.75439052648 3.472222222222222e-05 52.165217391304346 7.416198487095663 1.0 1.0
59900.754425248706 3.472222222222222e-05 52.66086956521739 8.0 1.0 1.0
59900.75445997093 3.472222222222222e-05 62.3304347826087 8.246211251235321 1.0 1.0
59900.75449469315 3.472222222222222e-05 57.74782608695652 7.87400787401181 1.0 1.0
59900.754529415375 3.472222222222222e-05 46.3304347826087 7.211102550927978 1.0 1.0
59900.7545641376 3.472222222222222e-05 62.91304347826087 8.366600265340754 1.0 1.0
59900.75459885982 3.472222222222222e-05 46.495652173913044 7.416198487095663 1.0 1.0
59900.754633582044 3.472222222222222e-05 53.74782608695652 7.615773105863909 1.0 1.0
59900.75466830427 3.472222222222222e-05 55.3304347826087 7.810249675906654 1.0 1.0
59900.75470302649 3.472222222222222e-05 54.07826086956522 8.0 1.0 1.0
59900.75473774871 3.472222222222222e-05 51.07826086956522 7.810249675906654 1.0 1.0
59900.75477247094 3.472222222222222e-05 63.91304347826087 8.426149773176359 1.0 1.0
59900.75480719316 3.472222222222222e-05 41.3304347826087 6.855654600401044 1.0 1.0
59900.75484191538 3.472222222222222e-05 67.0 8.18535277187245 1.0 1.0
59900.754876637606 3.472222222222222e-05 65.16521739130435 8.246211251235321 1.0 1.0
59900.75491135983 3.472222222222222e-05 62.165217391304346 8.062257748298551 1.0 1.0
59900.75494608205 3.472222222222222e-05 57.91304347826087 8.062257748298551 1.0 1.0
59900.754980804275 3.472222222222222e-05 63.66086956521739 8.660254037844387 1.0 1.0
59900.7550155265 3.472222222222222e-05 58.3304347826087 8.0 1.0 1.0
59900.75505024872 3.472222222222222e-05 60.3304347826087 8.12403840463596 1.0 1.0
59900.755084970944 3.472222222222222e-05 60.582608695652176 7.87400787401181 1.0 1.0
59900.75511969317 3.472222222222222e-05 68.74782608695652 8.54400374531753 1.0 1.0
59900.75515441539 3.472222222222222e-05 69.58260869565217 8.426149773176359 1.0 1.0
59900.75518913761 3.472222222222222e-05 52.07826086956522 7.874007874011811 1.0 1.0
59900.75522385984 3.472222222222222e-05 67.91304347826087 8.660254037844387 1.0 1.0
59900.75525858206 3.472222222222222e-05 50.243478260869566 7.937253933193772 1.0 1.0
59900.75529330428 3.472222222222222e-05 69.33043478260869 8.660254037844387 1.0 1.0
59900.755328026506 3.472222222222222e-05 57.91304347826087 8.062257748298551 1.0 1.0
59900.75536274873 3.472222222222222e-05 76.33043478260869 9.055385138137417 1.0 1.0
59900.75539747095 3.472222222222222e-05 59.74782608695652 7.999999999999999 1.0 1.0
59900.755432193175 3.472222222222222e-05 60.3304347826087 8.12403840463596 1.0 1.0
59900.7554669154 3.472222222222222e-05 71.33043478260869 8.77496438739212 1.0 1.0
59900.75550163762 3.472222222222222e-05 51.495652173913044 7.745966692414834 1.0 1.0
59900.755536359844 3.472222222222222e-05 64.49565217391304 8.54400374531753 1.0 1.0
59900.75557108207 3.472222222222222e-05 60.66086956521739 8.48528137423857 1.0 1.0
59900.75560580429 3.472222222222222e-05 64.74782608695652 8.306623862918075 1.0 1.0
59900.75564052651 3.472222222222222e-05 64.33043478260869 8.366600265340756 1.0 1.0
59900.755675248736 3.472222222222222e-05 41.243478260869566 7.3484692283495345 1.0 1.0
59900.75570997096 3.472222222222222e-05 58.07826086956522 8.246211251235321 1.0 1.0
59900.75574469318 3.472222222222222e-05 59.91304347826087 8.18535277187245 1.0 1.0
59900.755779415405 3.472222222222222e-05 52.495652173913044 7.810249675906654 1.0 1.0
59900.75581413763 3.472222222222222e-05 55.165217391304346 7.615773105863909 1.0 1.0
59900.75584885985 3.472222222222222e-05 52.91304347826087 7.745966692414834 1.0 1.0
59900.755883582075 3.472222222222222e-05 50.74782608695652 7.416198487095662 1.0 1.0
59900.7559183043 3.472222222222222e-05 57.91304347826087 8.062257748298551 1.0 1.0
59900.75595302652 3.472222222222222e-05 58.91304347826087 8.12403840463596 1.0 1.0
59900.755987748744 3.472222222222222e-05 52.3304347826087 7.615773105863909 1.0 1.0
59900.75602247097 3.472222222222222e-05 56.74782608695652 7.810249675906655 1.0 1.0
59900.75605719319 3.472222222222222e-05 66.6608695652174 8.831760866327848 1.0 1.0
59900.75609191541 3.472222222222222e-05 51.74782608695652 7.483314773547883 1.0 1.0
59900.756126637636 3.472222222222222e-05 56.07826086956522 8.12403840463596 1.0 1.0
59900.75616135986 3.472222222222222e-05 69.58260869565217 8.426149773176359 1.0 1.0
59900.75619608208 3.472222222222222e-05 59.07826086956522 8.306623862918075 1.0 1.0
59900.756230804305 3.472222222222222e-05 71.49565217391304 8.94427190999916 1.0 1.0
59900.75626552653 3.472222222222222e-05 67.91304347826087 8.660254037844387 1.0 1.0
59900.75630024875 3.472222222222222e-05 49.495652173913044 7.615773105863908 1.0 1.0
59900.756334970974 3.472222222222222e-05 77.24347826086957 9.486832980505138 1.0 1.0
59900.7563696932 3.472222222222222e-05 62.3304347826087 8.246211251235321 1.0 1.0
59900.75640441542 3.472222222222222e-05 50.582608695652176 7.211102550927979 1.0 1.0
59900.75643913764 3.472222222222222e-05 53.74782608695652 7.615773105863909 1.0 1.0
59900.75647385987 3.472222222222222e-05 69.16521739130435 8.48528137423857 1.0 1.0
59900.75650858209 3.472222222222222e-05 60.07826086956522 8.366600265340756 1.0 1.0
59900.75654330431 3.472222222222222e-05 59.495652173913044 8.246211251235321 1.0 1.0
59900.756578026536 3.472222222222222e-05 66.6608695652174 8.831760866327848 1.0 1.0
59900.75661274876 3.472222222222222e-05 60.74782608695652 8.06225774829855 1.0 1.0
59900.75664747098 3.472222222222222e-05 71.33043478260869 8.77496438739212 1.0 1.0
59900.756682193205 3.472222222222222e-05 86.91304347826087 9.695359714832657 1.0 1.0
59900.75671691543 3.472222222222222e-05 75.16521739130435 8.831760866327848 1.0 1.0
59900.75675163765 3.472222222222222e-05 68.07826086956521 8.831760866327848 1.0 1.0
59900.756786359874 3.472222222222222e-05 65.91304347826087 8.54400374531753 1.0 1.0
59900.7568210821 3.472222222222222e-05 71.07826086956521 9.0 1.0 1.0
59900.75685580432 3.472222222222222e-05 68.16521739130435 8.426149773176359 1.0 1.0
59900.75689052654 3.472222222222222e-05 73.49565217391304 9.055385138137417 1.0 1.0
59900.75692524877 3.472222222222222e-05 49.91304347826087 7.549834435270749 1.0 1.0
59900.75695997099 3.472222222222222e-05 47.495652173913044 7.4833147735478835 1.0 1.0
59900.75699469321 3.472222222222222e-05 59.3304347826087 8.06225774829855 1.0 1.0
59900.757029415436 3.472222222222222e-05 63.07826086956522 8.544003745317532 1.0 1.0
59900.75706413766 3.472222222222222e-05 64.91304347826087 8.48528137423857 1.0 1.0
59900.75709885988 3.472222222222222e-05 61.74782608695652 8.12403840463596 1.0 1.0
59900.757133582105 3.472222222222222e-05 59.3304347826087 8.06225774829855 1.0 1.0
59900.75716830433 3.472222222222222e-05 61.3304347826087 8.18535277187245 1.0 1.0
59900.75720302655 3.472222222222222e-05 60.40869565217391 8.717797887081346 1.0 1.0
59900.757237748774 3.472222222222222e-05 58.495652173913044 8.185352771872449 1.0 1.0
59900.757272471 3.472222222222222e-05 58.3304347826087 8.0 1.0 1.0
59900.75730719322 3.472222222222222e-05 59.165217391304346 7.874007874011811 1.0 1.0
59900.75734191544 3.472222222222222e-05 59.243478260869566 8.48528137423857 1.0 1.0
59900.757376637666 3.472222222222222e-05 63.3304347826087 8.306623862918075 1.0 1.0
59900.75741135989 3.472222222222222e-05 60.165217391304346 7.937253933193771 1.0 1.0
59900.75744608211 3.472222222222222e-05 61.07826086956522 8.426149773176359 1.0 1.0
59900.757480804336 3.472222222222222e-05 70.74782608695652 8.660254037844386 1.0 1.0
59900.75751552656 3.472222222222222e-05 67.33043478260869 8.54400374531753 1.0 1.0
59900.75755024878 3.472222222222222e-05 89.74782608695652 9.695359714832659 1.0 1.0
59900.757584971005 3.472222222222222e-05 61.243478260869566 8.602325267042627 1.0 1.0
59900.75761969323 3.472222222222222e-05 67.07826086956521 8.774964387392123 1.0 1.0
59900.75765441545 3.472222222222222e-05 51.495652173913044 7.745966692414834 1.0 1.0
59900.757689137674 3.472222222222222e-05 67.33043478260869 8.54400374531753 1.0 1.0
59900.7577238599 3.472222222222222e-05 52.165217391304346 7.416198487095663 1.0 1.0
59900.75775858212 3.472222222222222e-05 71.07826086956521 9.0 1.0 1.0
59900.75779330434 3.472222222222222e-05 65.07826086956521 8.660254037844387 1.0 1.0
59900.757828026566 3.472222222222222e-05 60.66086956521739 8.48528137423857 1.0 1.0
59900.75786274879 3.472222222222222e-05 72.33043478260869 8.831760866327848 1.0 1.0
59900.75789747101 3.472222222222222e-05 62.91304347826087 8.366600265340754 1.0 1.0
59900.757932193235 3.472222222222222e-05 52.74782608695652 7.54983443527075 1.0 1.0
59900.75796691546 3.472222222222222e-05 54.3304347826087 7.745966692414834 1.0 1.0
59900.75800163768 3.472222222222222e-05 68.16521739130435 8.426149773176359 1.0 1.0
59900.758036359905 3.472222222222222e-05 66.58260869565217 8.246211251235321 1.0 1.0
59900.75807108213 3.472222222222222e-05 68.91304347826087 8.717797887081348 1.0 1.0
